siparis_id,tarih_saat,musteri_tipi,urun_kategori,siparis_tutar,odeme_yontemi,kargo_firma,teslimat_sure,siparis_durum,memnuniyet_puan,bolge,tarih,saat,gun_adi,hafta
7325,2025-11-18 14:29:14,Bireysel,Elektronik,1411.82,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.0,İzmir,2025-11-18,14,Tuesday,46
6430,2025-11-18 14:36:40,Bireysel,Giyim,107.25,Kredi Kartı,Süper Kargo,5,Tamamlandı,4.1,Diğer Şehirler,2025-11-18,14,Tuesday,46
12060,2025-11-18 14:47:50,Bireysel,Kitap & Hobi,111.36,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.1,İstanbul,2025-11-18,14,Tuesday,46
4917,2025-11-18 14:51:37,Bireysel,Ev & Yaşam,366.84,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.6,Diğer Şehirler,2025-11-18,14,Tuesday,46
6306,2025-11-18 15:17:48,Bireysel,Kitap & Hobi,57.12,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.7,İzmir,2025-11-18,15,Tuesday,46
6409,2025-11-18 15:51:39,Bireysel,Spor,478.7,Kapıda Ödeme,Süper Kargo,4,Tamamlandı,4.3,Diğer Şehirler,2025-11-18,15,Tuesday,46
12431,2025-11-18 16:19:34,Bireysel,Ev & Yaşam,154.98,Kredi Kartı,Süper Kargo,5,Tamamlandı,3.8,İzmir,2025-11-18,16,Tuesday,46
5975,2025-11-18 16:29:35,Bireysel,Elektronik,1888.34,Kapıda Ödeme,Express Lojistik,3,Tamamlandı,4.7,Diğer Şehirler,2025-11-18,16,Tuesday,46
2473,2025-11-18 16:33:57,Bireysel,Giyim,196.45,Havale,Süper Kargo,3,Tamamlandı,4.2,Ankara,2025-11-18,16,Tuesday,46
9163,2025-11-18 16:37:02,Bireysel,Elektronik,238.75,Kredi Kartı,Express Lojistik,2,Tamamlandı,5.0,İstanbul,2025-11-18,16,Tuesday,46
12358,2025-11-18 16:39:47,Kurumsal,Kitap & Hobi,291.97,Havale,Express Lojistik,4,Tamamlandı,3.9,Ankara,2025-11-18,16,Tuesday,46
7766,2025-11-18 17:11:31,Bireysel,Ev & Yaşam,263.94,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.5,Diğer Şehirler,2025-11-18,17,Tuesday,46
8890,2025-11-18 17:15:26,Bireysel,Elektronik,120.61,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.8,Ankara,2025-11-18,17,Tuesday,46
2539,2025-11-18 17:28:15,Bireysel,Elektronik,60.23,Havale,Express Lojistik,5,Tamamlandı,4.0,Diğer Şehirler,2025-11-18,17,Tuesday,46
10474,2025-11-18 17:43:29,Kurumsal,Spor,368.8,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.5,İstanbul,2025-11-18,17,Tuesday,46
7848,2025-11-18 17:47:52,Bireysel,Ev & Yaşam,103.44,Kredi Kartı,Hızlı Kargo,3,İade,2.7,Diğer Şehirler,2025-11-18,17,Tuesday,46
1167,2025-11-18 17:48:13,Bireysel,Ev & Yaşam,235.88,Havale,Express Lojistik,4,Tamamlandı,4.1,Diğer Şehirler,2025-11-18,17,Tuesday,46
3206,2025-11-18 17:49:13,Bireysel,Spor,206.68,Havale,Express Lojistik,2,Tamamlandı,4.5,İstanbul,2025-11-18,17,Tuesday,46
10584,2025-11-18 17:55:52,Bireysel,Spor,20.0,Havale,Hızlı Kargo,2,Tamamlandı,4.8,Diğer Şehirler,2025-11-18,17,Tuesday,46
12778,2025-11-18 17:57:27,Bireysel,Elektronik,20.0,Havale,Hızlı Kargo,2,Tamamlandı,4.6,İstanbul,2025-11-18,17,Tuesday,46
8635,2025-11-18 18:00:37,Bireysel,Kitap & Hobi,74.52,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.7,İstanbul,2025-11-18,18,Tuesday,46
5762,2025-11-18 18:05:52,Bireysel,Elektronik,1083.49,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.3,Diğer Şehirler,2025-11-18,18,Tuesday,46
12666,2025-11-18 18:07:30,Bireysel,Spor,374.45,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,4.7,Ankara,2025-11-18,18,Tuesday,46
10472,2025-11-18 18:22:43,Kurumsal,Giyim,388.9,Havale,Süper Kargo,4,Tamamlandı,4.1,İstanbul,2025-11-18,18,Tuesday,46
1659,2025-11-18 18:24:39,Bireysel,Kitap & Hobi,46.35,Havale,Hızlı Kargo,2,Tamamlandı,4.7,Diğer Şehirler,2025-11-18,18,Tuesday,46
7352,2025-11-18 18:31:57,Bireysel,Elektronik,20.0,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.5,Ankara,2025-11-18,18,Tuesday,46
6434,2025-11-18 18:34:05,Kurumsal,Giyim,630.21,Havale,Süper Kargo,3,Tamamlandı,4.3,Diğer Şehirler,2025-11-18,18,Tuesday,46
11734,2025-11-18 18:41:28,Bireysel,Giyim,87.64,Kredi Kartı,Express Lojistik,2,Tamamlandı,4.7,Ankara,2025-11-18,18,Tuesday,46
7415,2025-11-18 18:48:32,Bireysel,Spor,380.92,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,4.3,Diğer Şehirler,2025-11-18,18,Tuesday,46
3073,2025-11-18 18:56:28,Bireysel,Giyim,110.81,Kredi Kartı,Express Lojistik,4,Tamamlandı,4.5,İzmir,2025-11-18,18,Tuesday,46
11573,2025-11-18 18:56:45,Bireysel,Ev & Yaşam,412.4,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.6,Ankara,2025-11-18,18,Tuesday,46
2397,2025-11-18 18:57:31,Bireysel,Ev & Yaşam,20.0,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.5,İstanbul,2025-11-18,18,Tuesday,46
4433,2025-11-18 19:01:04,Kurumsal,Kitap & Hobi,171.6,Kapıda Ödeme,Süper Kargo,3,Tamamlandı,4.4,Ankara,2025-11-18,19,Tuesday,46
6695,2025-11-18 19:15:03,Kurumsal,Elektronik,2994.86,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.6,İstanbul,2025-11-18,19,Tuesday,46
2719,2025-11-18 19:16:37,Bireysel,Elektronik,94.79,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.0,İstanbul,2025-11-18,19,Tuesday,46
2831,2025-11-18 19:23:07,Bireysel,Ev & Yaşam,280.53,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.4,Ankara,2025-11-18,19,Tuesday,46
2626,2025-11-18 19:44:05,Kurumsal,Elektronik,1107.07,Kredi Kartı,Express Lojistik,2,Tamamlandı,4.9,İzmir,2025-11-18,19,Tuesday,46
12977,2025-11-18 19:45:05,Bireysel,Elektronik,858.8,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.5,İstanbul,2025-11-18,19,Tuesday,46
3833,2025-11-18 19:47:47,Bireysel,Giyim,25.7,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.7,İzmir,2025-11-18,19,Tuesday,46
9728,2025-11-18 19:48:24,Bireysel,Elektronik,20.0,Kapıda Ödeme,Express Lojistik,3,Tamamlandı,4.5,Ankara,2025-11-18,19,Tuesday,46
12892,2025-11-18 19:50:19,Bireysel,Giyim,158.7,Kredi Kartı,Express Lojistik,4,Tamamlandı,4.2,İzmir,2025-11-18,19,Tuesday,46
2158,2025-11-18 19:53:32,Bireysel,Giyim,127.38,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.4,İstanbul,2025-11-18,19,Tuesday,46
5630,2025-11-18 19:55:52,Bireysel,Ev & Yaşam,362.85,Havale,Hızlı Kargo,2,Tamamlandı,4.9,İstanbul,2025-11-18,19,Tuesday,46
2793,2025-11-18 19:58:53,Kurumsal,Ev & Yaşam,35.96,Kapıda Ödeme,Express Lojistik,2,Tamamlandı,4.7,İstanbul,2025-11-18,19,Tuesday,46
5427,2025-11-18 20:11:23,Bireysel,Giyim,142.3,Kapıda Ödeme,Hızlı Kargo,3,Tamamlandı,4.4,Diğer Şehirler,2025-11-18,20,Tuesday,46
11007,2025-11-18 20:12:01,Bireysel,Elektronik,668.49,Havale,Süper Kargo,2,İade,2.8,İstanbul,2025-11-18,20,Tuesday,46
8098,2025-11-18 20:12:19,Kurumsal,Elektronik,2217.7,Havale,Süper Kargo,5,Tamamlandı,3.6,Diğer Şehirler,2025-11-18,20,Tuesday,46
7921,2025-11-18 20:24:09,Bireysel,Ev & Yaşam,329.1,Havale,Hızlı Kargo,3,Tamamlandı,4.8,İzmir,2025-11-18,20,Tuesday,46
10164,2025-11-18 20:24:32,Bireysel,Ev & Yaşam,372.04,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.2,İstanbul,2025-11-18,20,Tuesday,46
7190,2025-11-18 20:27:11,Kurumsal,Giyim,325.25,Kredi Kartı,Hızlı Kargo,1,Tamamlandı,4.5,İstanbul,2025-11-18,20,Tuesday,46
12040,2025-11-18 20:31:18,Bireysel,Kitap & Hobi,20.0,Havale,Express Lojistik,3,Tamamlandı,4.3,İzmir,2025-11-18,20,Tuesday,46
10134,2025-11-18 20:34:39,Bireysel,Kitap & Hobi,81.8,Havale,Süper Kargo,2,Tamamlandı,4.3,İstanbul,2025-11-18,20,Tuesday,46
1222,2025-11-18 20:34:50,Bireysel,Kitap & Hobi,93.77,Kredi Kartı,Süper Kargo,5,Tamamlandı,3.9,Ankara,2025-11-18,20,Tuesday,46
3809,2025-11-18 20:38:06,Bireysel,Elektronik,988.26,Havale,Süper Kargo,5,Tamamlandı,3.8,Ankara,2025-11-18,20,Tuesday,46
8145,2025-11-18 20:45:18,Bireysel,Ev & Yaşam,103.77,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.4,Ankara,2025-11-18,20,Tuesday,46
8353,2025-11-18 20:46:17,Bireysel,Spor,144.83,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.4,İzmir,2025-11-18,20,Tuesday,46
7071,2025-11-18 20:48:55,Bireysel,Elektronik,1411.17,Havale,Hızlı Kargo,1,Tamamlandı,4.8,İstanbul,2025-11-18,20,Tuesday,46
7222,2025-11-18 20:51:04,Bireysel,Ev & Yaşam,92.76,Kredi Kartı,Hızlı Kargo,1,Tamamlandı,5.0,İstanbul,2025-11-18,20,Tuesday,46
1567,2025-11-18 20:53:38,Kurumsal,Elektronik,2550.34,Havale,Hızlı Kargo,3,Tamamlandı,4.7,Ankara,2025-11-18,20,Tuesday,46
4445,2025-11-18 20:59:23,Kurumsal,Elektronik,2146.13,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.2,Ankara,2025-11-18,20,Tuesday,46
12636,2025-11-18 21:05:59,Bireysel,Kitap & Hobi,75.11,Havale,Süper Kargo,5,Tamamlandı,3.9,Diğer Şehirler,2025-11-18,21,Tuesday,46
5740,2025-11-18 21:10:12,Bireysel,Ev & Yaşam,232.13,Kapıda Ödeme,Hızlı Kargo,2,Tamamlandı,4.5,İstanbul,2025-11-18,21,Tuesday,46
5847,2025-11-18 21:15:03,Bireysel,Giyim,133.11,Havale,Süper Kargo,3,Tamamlandı,4.8,Diğer Şehirler,2025-11-18,21,Tuesday,46
10911,2025-11-18 21:21:19,Bireysel,Elektronik,792.63,Kredi Kartı,Hızlı Kargo,1,Tamamlandı,5.0,İstanbul,2025-11-18,21,Tuesday,46
7656,2025-11-18 21:22:53,Bireysel,Elektronik,355.0,Kapıda Ödeme,Süper Kargo,3,Tamamlandı,4.1,Ankara,2025-11-18,21,Tuesday,46
11559,2025-11-18 21:34:35,Bireysel,Spor,263.8,Kredi Kartı,Hızlı Kargo,2,İptal,1.3,Diğer Şehirler,2025-11-18,21,Tuesday,46
6947,2025-11-18 21:34:38,Bireysel,Elektronik,20.0,Kapıda Ödeme,Express Lojistik,4,Tamamlandı,4.5,İzmir,2025-11-18,21,Tuesday,46
11826,2025-11-18 21:36:56,Kurumsal,Giyim,623.58,Havale,Süper Kargo,3,Tamamlandı,4.8,İzmir,2025-11-18,21,Tuesday,46
13069,2025-11-18 21:40:39,Kurumsal,Ev & Yaşam,651.74,Kredi Kartı,Hızlı Kargo,5,Tamamlandı,3.6,Diğer Şehirler,2025-11-18,21,Tuesday,46
7042,2025-11-18 21:45:05,Bireysel,Ev & Yaşam,242.6,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,3.4,Ankara,2025-11-18,21,Tuesday,46
3583,2025-11-18 21:47:38,Kurumsal,Ev & Yaşam,311.81,Kredi Kartı,Hızlı Kargo,1,Tamamlandı,4.8,İstanbul,2025-11-18,21,Tuesday,46
11802,2025-11-18 22:14:22,Kurumsal,Kitap & Hobi,180.61,Kapıda Ödeme,Hızlı Kargo,4,Tamamlandı,4.6,Diğer Şehirler,2025-11-18,22,Tuesday,46
4348,2025-11-18 22:15:01,Kurumsal,Ev & Yaşam,20.0,Kredi Kartı,Express Lojistik,2,Tamamlandı,5.0,Ankara,2025-11-18,22,Tuesday,46
1665,2025-11-18 22:20:07,Bireysel,Ev & Yaşam,109.21,Kapıda Ödeme,Hızlı Kargo,3,Tamamlandı,4.2,İstanbul,2025-11-18,22,Tuesday,46
9845,2025-11-18 22:22:52,Bireysel,Spor,403.92,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.4,Diğer Şehirler,2025-11-18,22,Tuesday,46
9368,2025-11-18 22:26:48,Kurumsal,Kitap & Hobi,232.11,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.0,İzmir,2025-11-18,22,Tuesday,46
3177,2025-11-18 22:31:53,Bireysel,Spor,20.0,Kredi Kartı,Express Lojistik,2,Tamamlandı,4.7,İstanbul,2025-11-18,22,Tuesday,46
6850,2025-11-18 22:32:04,Bireysel,Elektronik,1731.61,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.7,İstanbul,2025-11-18,22,Tuesday,46
2607,2025-11-18 22:32:20,Bireysel,Elektronik,343.35,Havale,Hızlı Kargo,3,Tamamlandı,4.4,Ankara,2025-11-18,22,Tuesday,46
1953,2025-11-18 22:34:43,Bireysel,Elektronik,2078.19,Kredi Kartı,Hızlı Kargo,2,İade,3.1,Ankara,2025-11-18,22,Tuesday,46
9454,2025-11-18 22:45:19,Bireysel,Ev & Yaşam,321.89,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.2,İstanbul,2025-11-18,22,Tuesday,46
8264,2025-11-18 22:46:02,Bireysel,Spor,20.0,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.0,İstanbul,2025-11-18,22,Tuesday,46
11546,2025-11-18 22:49:27,Bireysel,Ev & Yaşam,308.7,Havale,Express Lojistik,2,Tamamlandı,4.7,İstanbul,2025-11-18,22,Tuesday,46
2984,2025-11-18 22:52:36,Bireysel,Elektronik,20.0,Kapıda Ödeme,Süper Kargo,4,Tamamlandı,3.9,Diğer Şehirler,2025-11-18,22,Tuesday,46
11981,2025-11-18 22:53:59,Bireysel,Kitap & Hobi,81.92,Havale,Hızlı Kargo,3,Tamamlandı,4.6,Diğer Şehirler,2025-11-18,22,Tuesday,46
10671,2025-11-18 22:55:01,Bireysel,Giyim,251.48,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.7,İstanbul,2025-11-18,22,Tuesday,46
12947,2025-11-18 23:04:29,Bireysel,Elektronik,20.0,Kredi Kartı,Express Lojistik,4,Tamamlandı,4.2,Diğer Şehirler,2025-11-18,23,Tuesday,46
1474,2025-11-18 23:36:31,Bireysel,Giyim,20.0,Havale,Süper Kargo,4,Tamamlandı,4.1,Diğer Şehirler,2025-11-18,23,Tuesday,46
9102,2025-11-18 23:38:04,Bireysel,Giyim,20.0,Kredi Kartı,Süper Kargo,5,İptal,1.4,Ankara,2025-11-18,23,Tuesday,46
10182,2025-11-18 23:38:50,Kurumsal,Spor,548.28,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.3,Diğer Şehirler,2025-11-18,23,Tuesday,46
8776,2025-11-18 23:39:05,Kurumsal,Ev & Yaşam,687.04,Kapıda Ödeme,Express Lojistik,5,Tamamlandı,4.2,Diğer Şehirler,2025-11-18,23,Tuesday,46
2280,2025-11-18 23:39:16,Bireysel,Kitap & Hobi,58.18,Havale,Hızlı Kargo,4,Tamamlandı,3.8,Diğer Şehirler,2025-11-18,23,Tuesday,46
7797,2025-11-18 23:42:31,Bireysel,Spor,624.18,Kredi Kartı,Süper Kargo,4,Tamamlandı,3.8,Ankara,2025-11-18,23,Tuesday,46
4716,2025-11-18 23:57:12,Bireysel,Elektronik,328.13,Kredi Kartı,Süper Kargo,6,Tamamlandı,3.5,Diğer Şehirler,2025-11-18,23,Tuesday,46
4912,2025-11-19 00:13:55,Bireysel,Elektronik,20.0,Kapıda Ödeme,Hızlı Kargo,3,Tamamlandı,4.6,İstanbul,2025-11-19,0,Wednesday,46
9528,2025-11-19 00:19:43,Bireysel,Spor,258.9,Havale,Express Lojistik,2,Tamamlandı,4.9,Ankara,2025-11-19,0,Wednesday,46
2697,2025-11-19 00:32:00,Bireysel,Ev & Yaşam,236.78,Havale,Hızlı Kargo,3,Tamamlandı,3.9,İstanbul,2025-11-19,0,Wednesday,46
9355,2025-11-19 00:40:35,Bireysel,Elektronik,20.0,Havale,Hızlı Kargo,3,Tamamlandı,4.0,Diğer Şehirler,2025-11-19,0,Wednesday,46
11414,2025-11-19 00:48:00,Kurumsal,Ev & Yaşam,376.96,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,3.9,İstanbul,2025-11-19,0,Wednesday,46
5071,2025-11-19 00:51:14,Bireysel,Ev & Yaşam,329.83,Havale,Hızlı Kargo,2,Tamamlandı,5.0,İstanbul,2025-11-19,0,Wednesday,46
3303,2025-11-19 01:05:57,Bireysel,Ev & Yaşam,256.51,Kapıda Ödeme,Süper Kargo,5,İade,2.3,Diğer Şehirler,2025-11-19,1,Wednesday,46
2947,2025-11-19 01:14:29,Bireysel,Elektronik,659.62,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.8,İstanbul,2025-11-19,1,Wednesday,46
6031,2025-11-19 01:25:41,Bireysel,Spor,20.0,Havale,Süper Kargo,2,Tamamlandı,4.2,İstanbul,2025-11-19,1,Wednesday,46
12761,2025-11-19 01:40:52,Bireysel,Ev & Yaşam,460.7,Kapıda Ödeme,Süper Kargo,2,Tamamlandı,5.0,İstanbul,2025-11-19,1,Wednesday,46
12735,2025-11-19 01:58:32,Bireysel,Elektronik,415.53,Havale,Hızlı Kargo,4,İade,2.4,İzmir,2025-11-19,1,Wednesday,46
2220,2025-11-19 02:10:32,Bireysel,Elektronik,20.0,Kredi Kartı,Süper Kargo,4,Tamamlandı,3.9,İstanbul,2025-11-19,2,Wednesday,46
7710,2025-11-19 02:11:49,Bireysel,Kitap & Hobi,102.18,Havale,Süper Kargo,5,Tamamlandı,3.8,Diğer Şehirler,2025-11-19,2,Wednesday,46
5079,2025-11-19 02:26:15,Bireysel,Elektronik,697.83,Kredi Kartı,Hızlı Kargo,3,İade,2.2,Diğer Şehirler,2025-11-19,2,Wednesday,46
5102,2025-11-19 02:26:35,Kurumsal,Ev & Yaşam,242.49,Kapıda Ödeme,Hızlı Kargo,1,Tamamlandı,4.6,İstanbul,2025-11-19,2,Wednesday,46
3320,2025-11-19 02:26:58,Bireysel,Ev & Yaşam,291.02,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.9,İstanbul,2025-11-19,2,Wednesday,46
3730,2025-11-19 02:38:15,Bireysel,Giyim,116.67,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.8,İstanbul,2025-11-19,2,Wednesday,46
10335,2025-11-19 02:50:05,Bireysel,Kitap & Hobi,93.03,Kapıda Ödeme,Süper Kargo,5,Tamamlandı,3.7,Diğer Şehirler,2025-11-19,2,Wednesday,46
2705,2025-11-19 02:50:29,Bireysel,Spor,147.87,Havale,Hızlı Kargo,3,Tamamlandı,4.3,Ankara,2025-11-19,2,Wednesday,46
5509,2025-11-19 02:54:29,Bireysel,Giyim,165.66,Kredi Kartı,Süper Kargo,5,Tamamlandı,3.5,Ankara,2025-11-19,2,Wednesday,46
5325,2025-11-19 03:00:42,Bireysel,Giyim,331.76,Havale,Express Lojistik,1,Tamamlandı,5.0,İstanbul,2025-11-19,3,Wednesday,46
13267,2025-11-19 03:18:46,Kurumsal,Giyim,103.94,Havale,Süper Kargo,3,Tamamlandı,3.9,İzmir,2025-11-19,3,Wednesday,46
2762,2025-11-19 03:23:09,Bireysel,Kitap & Hobi,20.0,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.2,İstanbul,2025-11-19,3,Wednesday,46
5939,2025-11-19 03:31:57,Bireysel,Giyim,77.55,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.5,İstanbul,2025-11-19,3,Wednesday,46
9762,2025-11-19 03:36:14,Bireysel,Ev & Yaşam,20.0,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.4,İstanbul,2025-11-19,3,Wednesday,46
2182,2025-11-19 03:47:01,Bireysel,Ev & Yaşam,259.63,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.7,Ankara,2025-11-19,3,Wednesday,46
3196,2025-11-19 04:08:59,Kurumsal,Giyim,581.31,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.7,İzmir,2025-11-19,4,Wednesday,46
10964,2025-11-19 04:14:44,Bireysel,Giyim,218.93,Kredi Kartı,Süper Kargo,5,Tamamlandı,3.9,Diğer Şehirler,2025-11-19,4,Wednesday,46
8324,2025-11-19 04:19:37,Bireysel,Kitap & Hobi,89.79,Kapıda Ödeme,Süper Kargo,2,Tamamlandı,4.5,İstanbul,2025-11-19,4,Wednesday,46
6020,2025-11-19 04:31:06,Bireysel,Giyim,204.78,Kredi Kartı,Express Lojistik,4,Tamamlandı,4.3,İzmir,2025-11-19,4,Wednesday,46
5259,2025-11-19 04:38:29,Bireysel,Elektronik,20.0,Kapıda Ödeme,Hızlı Kargo,1,Tamamlandı,4.9,İstanbul,2025-11-19,4,Wednesday,46
6610,2025-11-19 05:05:32,Kurumsal,Elektronik,1724.23,Havale,Express Lojistik,2,Tamamlandı,5.0,İstanbul,2025-11-19,5,Wednesday,46
4251,2025-11-19 05:22:45,Kurumsal,Ev & Yaşam,430.24,Havale,Express Lojistik,4,Tamamlandı,4.5,Ankara,2025-11-19,5,Wednesday,46
13050,2025-11-19 05:40:41,Kurumsal,Elektronik,1890.97,Havale,Express Lojistik,2,Tamamlandı,4.6,Ankara,2025-11-19,5,Wednesday,46
9966,2025-11-19 05:52:55,Bireysel,Kitap & Hobi,39.37,Kredi Kartı,Hızlı Kargo,5,Tamamlandı,4.2,Diğer Şehirler,2025-11-19,5,Wednesday,46
8887,2025-11-19 05:54:40,Bireysel,Elektronik,20.0,Havale,Süper Kargo,4,Tamamlandı,4.0,İstanbul,2025-11-19,5,Wednesday,46
5622,2025-11-19 05:59:09,Bireysel,Spor,20.0,Havale,Express Lojistik,1,Tamamlandı,5.0,İstanbul,2025-11-19,5,Wednesday,46
1012,2025-11-19 05:59:13,Bireysel,Kitap & Hobi,98.54,Havale,Süper Kargo,6,Tamamlandı,4.0,Diğer Şehirler,2025-11-19,5,Wednesday,46
12453,2025-11-19 06:14:52,Bireysel,Elektronik,2888.54,Havale,Express Lojistik,1,Tamamlandı,4.8,İstanbul,2025-11-19,6,Wednesday,46
7522,2025-11-19 06:22:27,Bireysel,Giyim,183.17,Havale,Hızlı Kargo,3,Tamamlandı,4.7,İstanbul,2025-11-19,6,Wednesday,46
5289,2025-11-19 06:26:36,Bireysel,Giyim,53.55,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.4,İstanbul,2025-11-19,6,Wednesday,46
13059,2025-11-19 06:33:35,Bireysel,Giyim,76.83,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.4,İzmir,2025-11-19,6,Wednesday,46
2707,2025-11-19 06:39:05,Bireysel,Kitap & Hobi,39.8,Kredi Kartı,Hızlı Kargo,1,Tamamlandı,4.8,İstanbul,2025-11-19,6,Wednesday,46
9463,2025-11-19 07:50:41,Bireysel,Elektronik,1355.45,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.7,Diğer Şehirler,2025-11-19,7,Wednesday,46
12697,2025-11-19 08:22:19,Bireysel,Elektronik,508.89,Kredi Kartı,Express Lojistik,1,Tamamlandı,5.0,İstanbul,2025-11-19,8,Wednesday,46
5041,2025-11-19 09:22:46,Bireysel,Spor,706.89,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.5,Diğer Şehirler,2025-11-19,9,Wednesday,46
3545,2025-11-19 09:23:10,Bireysel,Giyim,86.86,Kapıda Ödeme,Hızlı Kargo,4,Tamamlandı,3.8,Ankara,2025-11-19,9,Wednesday,46
7404,2025-11-19 10:35:44,Kurumsal,Giyim,677.57,Kapıda Ödeme,Hızlı Kargo,2,Tamamlandı,5.0,İstanbul,2025-11-19,10,Wednesday,46
1859,2025-11-19 10:59:17,Bireysel,Elektronik,905.33,Kredi Kartı,Süper Kargo,5,Tamamlandı,3.7,Diğer Şehirler,2025-11-19,10,Wednesday,46
7819,2025-11-19 11:01:02,Bireysel,Ev & Yaşam,20.0,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.3,İzmir,2025-11-19,11,Wednesday,46
11083,2025-11-19 11:03:22,Kurumsal,Spor,190.32,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,4.4,Diğer Şehirler,2025-11-19,11,Wednesday,46
10894,2025-11-19 12:45:39,Bireysel,Elektronik,20.0,Kredi Kartı,Süper Kargo,4,Tamamlandı,3.9,İstanbul,2025-11-19,12,Wednesday,46
5869,2025-11-19 13:18:11,Kurumsal,Spor,484.45,Havale,Süper Kargo,4,Tamamlandı,3.6,Ankara,2025-11-19,13,Wednesday,46
7493,2025-11-19 13:57:39,Bireysel,Kitap & Hobi,105.02,Kredi Kartı,Hızlı Kargo,1,Tamamlandı,4.7,İstanbul,2025-11-19,13,Wednesday,46
1303,2025-11-19 14:13:50,Bireysel,Spor,215.73,Kredi Kartı,Express Lojistik,4,Tamamlandı,4.1,İzmir,2025-11-19,14,Wednesday,46
7073,2025-11-19 14:38:47,Kurumsal,Elektronik,2928.47,Kapıda Ödeme,Express Lojistik,3,Tamamlandı,4.8,İstanbul,2025-11-19,14,Wednesday,46
2768,2025-11-19 15:25:24,Bireysel,Kitap & Hobi,80.97,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.3,İstanbul,2025-11-19,15,Wednesday,46
3931,2025-11-19 15:28:58,Bireysel,Kitap & Hobi,74.55,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,5.0,İzmir,2025-11-19,15,Wednesday,46
7679,2025-11-19 15:33:56,Kurumsal,Ev & Yaşam,763.8,Havale,Hızlı Kargo,4,Tamamlandı,4.5,İzmir,2025-11-19,15,Wednesday,46
9865,2025-11-19 15:34:46,Kurumsal,Spor,502.76,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.2,İzmir,2025-11-19,15,Wednesday,46
11318,2025-11-19 15:46:48,Kurumsal,Spor,166.74,Kredi Kartı,Süper Kargo,5,Tamamlandı,4.0,Ankara,2025-11-19,15,Wednesday,46
12525,2025-11-19 15:48:13,Bireysel,Ev & Yaşam,171.99,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.2,İstanbul,2025-11-19,15,Wednesday,46
4432,2025-11-19 16:02:26,Kurumsal,Elektronik,490.2,Kapıda Ödeme,Express Lojistik,3,Tamamlandı,4.5,İstanbul,2025-11-19,16,Wednesday,46
3657,2025-11-19 16:25:05,Bireysel,Elektronik,20.0,Kapıda Ödeme,Hızlı Kargo,1,Tamamlandı,4.6,İstanbul,2025-11-19,16,Wednesday,46
