rezervasyon_id,tarih_saat,musteri_tipi,cadir_tipi,yas_grubu,odeme_yontemi,sezon,konaklama_gece,toplam_tutar,checkin_sure_dk,memnuniyet_puan,ekstra_kahvalti,ekstra_somine,ekstra_aktivite,onceki_ziyaret,ek_harcama
RZV04765,2024-04-15 21:24:00,Aile,Royal,26-35,Online Ödeme,İlkbahar,4,11282.51,12,4.1,True,True,True,1,2064.92
RZV04766,2024-04-15 21:41:00,Çift,Royal,26-35,Kredi Kartı,İlkbahar,4,13456.62,17,4.2,True,True,True,1,2239.97
RZV04767,2024-04-15 21:46:00,Çift,Lüks,18-25,Kredi Kartı,İlkbahar,4,16777.99,7,4.5,True,False,False,1,2455.24
RZV04768,2024-04-15 21:54:00,Çift,Ekonomik,36-45,Online Ödeme,İlkbahar,2,3439.72,14,3.7,True,True,False,0,425.92
RZV04769,2024-04-15 22:00:00,Aile,Ekonomik,36-45,Online Ödeme,İlkbahar,5,8278.77,7,3.5,True,True,False,2,485.46
RZV04770,2024-04-16 10:23:00,Aile,Standart,36-45,Online Ödeme,İlkbahar,4,8361.09,11,3.8,True,False,False,0,722.9
RZV04771,2024-04-16 10:26:00,Çift,Standart,26-35,Online Ödeme,İlkbahar,2,4625.59,13,4.1,True,False,False,4,767.29
RZV04772,2024-04-16 10:31:00,Çift,Standart,36-45,Online Ödeme,İlkbahar,2,4732.52,5,3.8,True,False,False,1,476.52
RZV04773,2024-04-16 10:36:00,Aile,Lüks,36-45,Online Ödeme,İlkbahar,3,11931.58,9,4.8,True,False,True,2,2022.52
RZV04774,2024-04-16 11:22:00,Çift,Royal,36-45,Nakit,İlkbahar,4,12638.03,10,4.6,True,False,True,0,1537.88
RZV04775,2024-04-16 11:23:00,Aile,Lüks,26-35,Havale,İlkbahar,4,14454.45,7,4.9,False,False,False,1,1992.26
RZV04776,2024-04-16 11:23:00,Aile,Lüks,36-45,Nakit,İlkbahar,5,18702.52,9,4.8,True,False,True,4,2859.23
RZV04777,2024-04-16 11:41:00,Çift,Royal,26-35,Nakit,İlkbahar,2,6434.9,6,4.0,True,True,False,3,1451.46
RZV04778,2024-04-16 11:51:00,Aile,Ekonomik,36-45,Kredi Kartı,İlkbahar,4,5962.31,10,3.6,True,False,False,0,520.82
RZV04779,2024-04-16 11:51:00,Çift,Royal,26-35,Kredi Kartı,İlkbahar,2,6334.04,9,3.7,True,True,False,0,989.95
RZV04780,2024-04-16 12:13:00,Arkadaş Grubu,Lüks,36-45,Kredi Kartı,İlkbahar,2,8110.67,7,3.5,True,False,True,0,2119.79
RZV04781,2024-04-16 12:50:00,Çift,Lüks,36-45,Online Ödeme,İlkbahar,2,7445.44,7,4.7,True,False,True,3,1703.41
RZV04782,2024-04-16 13:34:00,Çift,Royal,46-60,Online Ödeme,İlkbahar,2,5637.84,7,3.8,False,False,True,0,834.66
RZV04783,2024-04-16 13:48:00,Tek Kişi,Royal,26-35,Kredi Kartı,İlkbahar,1,3276.58,9,3.9,True,True,True,0,1124.49
RZV04784,2024-04-16 14:00:00,Tek Kişi,Lüks,26-35,Kredi Kartı,İlkbahar,1,3574.21,20,4.7,True,True,True,4,1487.75
RZV04785,2024-04-16 14:32:00,Çift,Royal,26-35,Havale,İlkbahar,2,6000.83,35,3.3,True,True,False,1,1085.95
RZV04786,2024-04-16 14:58:00,Aile,Standart,26-35,Kredi Kartı,İlkbahar,4,9164.77,29,3.7,False,True,True,3,1181.96
RZV04787,2024-04-16 15:39:00,Çift,Ekonomik,36-45,Online Ödeme,İlkbahar,4,7018.42,33,3.0,False,False,False,0,381.93
RZV04788,2024-04-16 15:59:00,Arkadaş Grubu,Standart,18-25,Kredi Kartı,İlkbahar,4,9437.79,29,3.9,True,True,False,5,1263.55
RZV04789,2024-04-16 16:00:00,Çift,Lüks,26-35,Kredi Kartı,İlkbahar,2,7746.84,18,4.4,True,False,False,6,1423.43
RZV04790,2024-04-16 16:23:00,Çift,Lüks,26-35,Kredi Kartı,İlkbahar,2,7662.84,17,4.6,True,False,True,0,1432.88
RZV04791,2024-04-16 16:27:00,Arkadaş Grubu,Standart,36-45,Kredi Kartı,İlkbahar,2,4706.52,16,4.1,False,True,False,5,485.43
RZV04792,2024-04-16 16:30:00,Çift,Royal,36-45,Kredi Kartı,İlkbahar,4,12475.42,30,4.4,True,True,True,2,1978.22
RZV04793,2024-04-16 16:59:00,Aile,Lüks,46-60,Online Ödeme,İlkbahar,3,11731.68,16,4.1,True,True,True,2,2640.25
RZV04794,2024-04-16 17:08:00,Aile,Royal,46-60,Online Ödeme,İlkbahar,3,9117.98,18,4.0,True,True,True,2,1216.38
RZV04795,2024-04-16 17:13:00,Aile,Ekonomik,26-35,Online Ödeme,İlkbahar,3,4824.09,27,3.8,False,True,True,1,423.52
RZV04796,2024-04-16 17:28:00,Çift,Royal,36-45,Online Ödeme,İlkbahar,2,6136.03,25,4.5,True,True,True,2,1628.17
RZV04797,2024-04-16 18:01:00,Arkadaş Grubu,Royal,60+,Kredi Kartı,İlkbahar,2,5993.49,6,4.1,True,False,True,0,1486.27
RZV04798,2024-04-16 18:25:00,Çift,Royal,26-35,Kredi Kartı,İlkbahar,3,8950.87,8,4.3,True,True,False,0,1549.05
RZV04799,2024-04-16 18:34:00,Aile,Lüks,46-60,Online Ödeme,İlkbahar,3,12690.36,7,4.4,True,False,False,0,1968.66
RZV04800,2024-04-16 19:28:00,Çift,Lüks,26-35,Kredi Kartı,İlkbahar,3,11171.65,8,4.6,False,False,False,4,1667.49
RZV04801,2024-04-16 19:32:00,Çift,Royal,60+,Kredi Kartı,İlkbahar,2,5859.86,8,4.4,True,False,False,0,1248.6
RZV04802,2024-04-16 20:00:00,Çift,Standart,18-25,Kredi Kartı,İlkbahar,2,4271.45,11,3.8,False,False,False,2,589.08
RZV04803,2024-04-16 20:08:00,Çift,Lüks,60+,Kredi Kartı,İlkbahar,4,15679.61,8,4.5,True,False,False,2,2469.9
RZV04804,2024-04-16 20:28:00,Arkadaş Grubu,Standart,18-25,Online Ödeme,İlkbahar,2,4761.67,10,3.6,False,False,False,1,543.17
RZV04805,2024-04-16 20:32:00,Çift,Royal,36-45,Kredi Kartı,İlkbahar,4,13029.3,11,4.1,True,False,False,2,1148.18
RZV04806,2024-04-16 20:35:00,Arkadaş Grubu,Royal,60+,Havale,İlkbahar,3,9872.46,6,4.4,False,False,True,1,1130.98
RZV04807,2024-04-16 20:51:00,Aile,Royal,18-25,Kredi Kartı,İlkbahar,3,9903.45,14,4.0,True,False,False,0,1529.65
RZV04808,2024-04-16 20:54:00,Aile,Lüks,26-35,Kredi Kartı,İlkbahar,7,29216.65,11,4.0,True,True,True,2,3463.77
RZV04809,2024-04-16 21:03:00,Çift,Royal,60+,Nakit,İlkbahar,2,5833.61,11,4.3,True,True,False,5,1448.55
RZV04810,2024-04-16 21:30:00,Çift,Royal,26-35,Nakit,İlkbahar,4,12217.41,18,4.5,True,True,False,7,2079.73
RZV04811,2024-04-16 22:37:00,Çift,Royal,36-45,Online Ödeme,İlkbahar,2,6018.56,17,4.6,True,True,True,0,1734.14
RZV04812,2024-04-17 10:21:00,Arkadaş Grubu,Royal,36-45,Kredi Kartı,İlkbahar,4,12028.94,9,4.1,True,True,True,4,1615.55
RZV04813,2024-04-17 10:22:00,Çift,Standart,36-45,Kredi Kartı,İlkbahar,2,4534.01,12,3.8,True,False,True,3,850.92
RZV04814,2024-04-17 10:34:00,Çift,Lüks,36-45,Online Ödeme,İlkbahar,3,11323.17,14,4.4,True,False,True,6,2590.59
RZV04815,2024-04-17 10:44:00,Arkadaş Grubu,Royal,46-60,Kredi Kartı,İlkbahar,3,9454.98,8,4.4,True,True,False,4,1224.04
RZV04816,2024-04-17 10:52:00,Çift,Ekonomik,18-25,Online Ödeme,İlkbahar,4,6444.61,13,3.5,False,False,True,0,506.65
RZV04817,2024-04-17 10:52:00,Aile,Lüks,46-60,Online Ödeme,İlkbahar,7,25931.98,14,4.7,True,False,False,0,3259.98
RZV04818,2024-04-17 10:56:00,Arkadaş Grubu,Standart,18-25,Kredi Kartı,İlkbahar,4,8541.42,6,4.1,False,False,False,3,665.61
RZV04819,2024-04-17 11:52:00,Aile,Standart,36-45,Kredi Kartı,İlkbahar,5,11668.27,9,4.0,False,False,False,2,749.17
RZV04820,2024-04-17 11:55:00,Tek Kişi,Royal,36-45,Kredi Kartı,İlkbahar,1,3142.25,10,3.7,True,False,True,0,807.91
RZV04821,2024-04-17 12:40:00,Çift,Standart,26-35,Online Ödeme,İlkbahar,2,4817.12,9,4.0,True,True,False,1,591.09
RZV04822,2024-04-17 12:46:00,Çift,Standart,18-25,Havale,İlkbahar,2,4692.74,15,3.8,False,False,False,0,496.22
RZV04823,2024-04-17 13:06:00,Çift,Royal,46-60,Online Ödeme,İlkbahar,2,6142.48,10,3.9,True,True,False,2,1015.01
RZV04824,2024-04-17 13:17:00,Arkadaş Grubu,Royal,18-25,Kredi Kartı,İlkbahar,2,5842.61,7,4.3,True,True,False,6,1037.16
RZV04825,2024-04-17 13:27:00,Çift,Standart,26-35,Online Ödeme,İlkbahar,3,6829.56,8,3.8,True,True,True,0,861.55
RZV04826,2024-04-17 13:28:00,Çift,Royal,46-60,Kredi Kartı,İlkbahar,2,6439.23,9,4.0,True,True,True,1,1141.55
RZV04827,2024-04-17 13:30:00,Tek Kişi,Royal,26-35,Kredi Kartı,İlkbahar,1,3057.93,14,4.2,True,False,False,0,665.5
RZV04828,2024-04-17 14:24:00,Arkadaş Grubu,Lüks,36-45,Nakit,İlkbahar,2,7284.08,13,4.8,True,True,False,2,1223.52
RZV04829,2024-04-17 14:30:00,Aile,Standart,26-35,Kredi Kartı,İlkbahar,4,8900.74,20,4.1,True,False,True,0,984.62
RZV04830,2024-04-17 15:11:00,Çift,Royal,26-35,Online Ödeme,İlkbahar,3,8785.08,24,4.2,True,True,True,0,1540.5
RZV04831,2024-04-17 15:13:00,Tek Kişi,Lüks,36-45,Kredi Kartı,İlkbahar,2,8377.6,25,4.6,False,True,False,2,1261.0
RZV04832,2024-04-17 15:24:00,Çift,Royal,60+,Kredi Kartı,İlkbahar,3,9478.18,19,4.2,True,True,False,5,1060.03
RZV04833,2024-04-17 15:33:00,Aile,Lüks,36-45,Online Ödeme,İlkbahar,4,14759.15,26,4.0,True,True,True,5,2515.74
RZV04834,2024-04-17 15:52:00,Çift,Standart,36-45,Havale,İlkbahar,2,4149.84,13,3.7,True,False,False,2,637.46
RZV04835,2024-04-17 15:54:00,Çift,Royal,26-35,Kredi Kartı,İlkbahar,3,9640.5,21,4.9,False,True,False,0,1219.1
RZV04836,2024-04-17 16:06:00,Arkadaş Grubu,Ekonomik,26-35,Kredi Kartı,İlkbahar,2,3437.14,27,3.6,False,False,False,3,203.75
RZV04837,2024-04-17 16:44:00,Tek Kişi,Lüks,36-45,Kredi Kartı,İlkbahar,1,3924.79,34,4.6,True,False,False,0,1117.74
RZV04838,2024-04-17 16:46:00,Tek Kişi,Standart,36-45,Nakit,İlkbahar,1,2250.29,29,2.9,True,False,True,0,519.57
RZV04839,2024-04-17 17:21:00,Çift,Lüks,26-35,Havale,İlkbahar,2,7859.96,16,4.4,True,True,False,4,1787.75
RZV04840,2024-04-17 17:39:00,Çift,Lüks,26-35,Kredi Kartı,İlkbahar,2,7484.56,19,4.6,True,False,True,0,1875.7
RZV04841,2024-04-17 17:56:00,Çift,Standart,18-25,Havale,İlkbahar,4,9569.85,30,3.5,False,False,False,2,844.31
RZV04842,2024-04-17 18:35:00,Aile,Standart,26-35,Nakit,İlkbahar,7,15336.18,8,3.9,False,False,True,0,1226.38
RZV04843,2024-04-17 18:37:00,Aile,Royal,18-25,Online Ödeme,İlkbahar,4,11138.09,11,4.0,True,True,True,0,2319.99
RZV04844,2024-04-17 18:46:00,Çift,Lüks,36-45,Kredi Kartı,İlkbahar,2,7466.48,14,4.3,True,True,True,0,1631.2
RZV04845,2024-04-17 18:49:00,Arkadaş Grubu,Lüks,18-25,Kredi Kartı,İlkbahar,2,7130.64,14,4.6,True,True,False,0,1359.57
RZV04846,2024-04-17 18:56:00,Çift,Lüks,46-60,Kredi Kartı,İlkbahar,2,7489.61,8,4.7,True,True,False,0,1667.88
RZV04847,2024-04-17 19:10:00,Çift,Royal,60+,Nakit,İlkbahar,4,12586.76,9,4.0,True,True,False,1,1680.46
RZV04848,2024-04-17 19:35:00,Çift,Royal,18-25,Havale,İlkbahar,2,5571.92,9,4.1,True,True,False,0,1293.05
RZV04849,2024-04-17 19:40:00,Aile,Royal,26-35,Kredi Kartı,İlkbahar,5,16540.22,17,4.4,True,False,True,4,1924.68
RZV04850,2024-04-17 19:44:00,Aile,Standart,18-25,Online Ödeme,İlkbahar,3,6745.61,12,3.3,False,True,False,1,610.24
RZV04851,2024-04-17 20:03:00,Arkadaş Grubu,Royal,46-60,Kredi Kartı,İlkbahar,4,11815.8,6,4.1,True,True,False,2,1614.42
RZV04852,2024-04-17 20:12:00,Çift,Ekonomik,26-35,Online Ödeme,İlkbahar,2,3175.4,8,3.5,False,False,False,2,299.62
RZV04853,2024-04-17 20:16:00,Arkadaş Grubu,Standart,18-25,Nakit,İlkbahar,3,6554.68,7,3.7,True,False,False,4,744.35
RZV04854,2024-04-17 20:22:00,Çift,Royal,36-45,Kredi Kartı,İlkbahar,2,5849.65,15,3.6,True,False,False,2,1009.77
RZV04855,2024-04-17 20:48:00,Çift,Royal,26-35,Kredi Kartı,İlkbahar,3,8324.02,7,4.1,True,False,True,0,1556.4
RZV04856,2024-04-17 20:58:00,Çift,Standart,46-60,Havale,İlkbahar,2,3983.37,6,4.4,False,False,False,0,548.29
RZV04857,2024-04-17 21:20:00,Çift,Standart,46-60,Online Ödeme,İlkbahar,2,4274.81,14,3.7,True,False,False,0,575.56
RZV04858,2024-04-17 21:27:00,Aile,Royal,46-60,Havale,İlkbahar,7,19939.64,8,4.1,True,False,True,4,2809.82
RZV04859,2024-04-17 21:47:00,Aile,Ekonomik,26-35,Kredi Kartı,İlkbahar,7,10446.66,15,2.9,True,False,False,1,799.93
RZV04860,2024-04-17 22:14:00,Aile,Lüks,36-45,Online Ödeme,İlkbahar,5,20633.19,10,4.3,True,False,False,0,2144.33
RZV04861,2024-04-17 22:19:00,Aile,Royal,36-45,Kredi Kartı,İlkbahar,4,11763.47,8,4.3,True,True,True,0,1539.93
RZV04862,2024-04-17 22:59:00,Arkadaş Grubu,Royal,18-25,Kredi Kartı,İlkbahar,4,12327.69,16,4.4,True,False,False,0,1585.76
RZV04863,2024-04-18 10:03:00,Arkadaş Grubu,Standart,36-45,Kredi Kartı,İlkbahar,2,4117.88,20,3.9,True,True,True,0,932.23
RZV04864,2024-04-18 10:11:00,Aile,Standart,26-35,Nakit,İlkbahar,4,8002.24,22,3.7,False,False,False,0,690.37
RZV04865,2024-04-18 10:47:00,Tek Kişi,Lüks,26-35,Online Ödeme,İlkbahar,1,4038.55,13,4.6,True,True,False,0,1208.16
RZV04866,2024-04-18 10:50:00,Çift,Royal,36-45,Havale,İlkbahar,3,8546.92,6,3.8,True,False,False,0,1590.22
RZV04867,2024-04-18 10:56:00,Çift,Royal,46-60,Kredi Kartı,İlkbahar,2,5575.68,10,4.4,True,True,False,3,1460.93
RZV04868,2024-04-18 10:58:00,Çift,Royal,60+,Online Ödeme,İlkbahar,2,6267.47,7,4.2,True,True,False,0,1447.7
RZV04869,2024-04-18 11:22:00,Çift,Royal,26-35,Online Ödeme,İlkbahar,3,8340.89,8,4.3,True,False,True,0,1784.9
RZV04870,2024-04-18 11:31:00,Arkadaş Grubu,Lüks,36-45,Kredi Kartı,İlkbahar,4,15203.76,13,4.4,True,True,False,0,1710.49
RZV04871,2024-04-18 11:36:00,Çift,Royal,46-60,Nakit,İlkbahar,2,5899.85,7,3.9,True,True,True,2,1188.2
RZV04872,2024-04-18 11:44:00,Aile,Standart,26-35,Nakit,İlkbahar,3,6361.63,7,4.0,True,False,True,0,1243.52
RZV04873,2024-04-18 11:54:00,Çift,Standart,26-35,Kredi Kartı,İlkbahar,2,3963.43,5,3.6,True,True,False,7,940.07
RZV04874,2024-04-18 11:56:00,Arkadaş Grubu,Royal,26-35,Nakit,İlkbahar,2,6732.07,11,3.8,True,True,False,0,1205.01
RZV04875,2024-04-18 12:17:00,Arkadaş Grubu,Royal,18-25,Kredi Kartı,İlkbahar,2,6180.9,9,4.5,False,False,False,0,858.78
RZV04876,2024-04-18 12:20:00,Aile,Lüks,46-60,Kredi Kartı,İlkbahar,4,15623.34,7,4.4,False,True,False,2,1558.31
RZV04877,2024-04-18 12:28:00,Arkadaş Grubu,Lüks,36-45,Kredi Kartı,İlkbahar,3,11933.74,7,4.6,True,True,True,3,2268.14
RZV04878,2024-04-18 12:48:00,Aile,Lüks,46-60,Kredi Kartı,İlkbahar,4,16316.37,8,4.5,False,True,False,1,2076.78
RZV04879,2024-04-18 12:53:00,Aile,Royal,36-45,Online Ödeme,İlkbahar,4,12585.89,12,4.2,False,True,False,0,1219.81
RZV04880,2024-04-18 13:40:00,Arkadaş Grubu,Royal,36-45,Kredi Kartı,İlkbahar,4,12966.06,9,4.0,True,True,False,0,1433.06
RZV04881,2024-04-18 13:42:00,Çift,Lüks,26-35,Kredi Kartı,İlkbahar,2,7621.05,7,4.5,True,False,False,1,1229.55
RZV04882,2024-04-18 15:09:00,Arkadaş Grubu,Standart,60+,Havale,İlkbahar,3,6430.08,23,3.5,False,False,True,0,669.13
RZV04883,2024-04-18 15:15:00,Aile,Royal,26-35,Online Ödeme,İlkbahar,5,16395.25,17,4.4,True,True,False,0,1581.28
RZV04884,2024-04-18 15:40:00,Aile,Lüks,18-25,Nakit,İlkbahar,3,12393.87,22,4.9,True,True,False,1,2383.72
RZV04885,2024-04-18 15:55:00,Çift,Royal,18-25,Havale,İlkbahar,2,5713.78,25,4.7,True,False,False,0,1093.02
RZV04886,2024-04-18 15:57:00,Çift,Standart,26-35,Havale,İlkbahar,4,8875.08,15,4.5,False,False,False,3,595.83
RZV04887,2024-04-18 16:01:00,Çift,Royal,46-60,Kredi Kartı,İlkbahar,2,6386.25,12,4.7,True,True,True,0,1704.81
RZV04888,2024-04-18 16:27:00,Çift,Standart,36-45,Kredi Kartı,İlkbahar,3,6050.35,28,3.7,True,False,False,3,768.41
RZV04889,2024-04-18 16:40:00,Arkadaş Grubu,Lüks,36-45,Kredi Kartı,İlkbahar,2,8361.58,12,4.5,True,True,True,2,1790.91
RZV04890,2024-04-18 16:43:00,Arkadaş Grubu,Standart,36-45,Kredi Kartı,İlkbahar,3,6626.54,24,3.6,True,False,False,1,630.78
RZV04891,2024-04-18 16:45:00,Aile,Lüks,26-35,Online Ödeme,İlkbahar,4,15848.01,22,4.7,True,False,True,1,2115.64
RZV04892,2024-04-18 17:34:00,Aile,Royal,36-45,Nakit,İlkbahar,3,8645.39,25,4.0,True,True,True,2,2148.98
RZV04893,2024-04-18 17:35:00,Aile,Standart,26-35,Online Ödeme,İlkbahar,4,8385.41,25,4.0,True,True,True,1,1415.88
RZV04894,2024-04-18 17:36:00,Aile,Standart,26-35,Online Ödeme,İlkbahar,3,6099.72,34,3.3,True,False,True,0,789.29
RZV04895,2024-04-18 18:00:00,Çift,Royal,18-25,Kredi Kartı,İlkbahar,2,5869.25,8,4.3,True,True,True,1,1277.11
RZV04896,2024-04-18 18:11:00,Çift,Lüks,18-25,Nakit,İlkbahar,2,7688.29,6,4.8,True,True,True,6,1501.23
RZV04897,2024-04-18 18:35:00,Arkadaş Grubu,Lüks,26-35,Kredi Kartı,İlkbahar,2,8213.79,11,4.6,True,False,True,0,1513.96
RZV04898,2024-04-18 19:07:00,Tek Kişi,Standart,36-45,Kredi Kartı,İlkbahar,1,2214.84,9,4.0,True,True,False,0,446.82
RZV04899,2024-04-18 19:34:00,Aile,Royal,46-60,Nakit,İlkbahar,3,8767.77,6,4.3,False,True,False,1,1395.11
RZV04900,2024-04-18 19:40:00,Çift,Royal,26-35,Online Ödeme,İlkbahar,4,11197.95,8,4.2,True,True,False,1,1642.41
RZV04901,2024-04-18 19:50:00,Çift,Lüks,26-35,Kredi Kartı,İlkbahar,2,7887.83,7,4.1,True,True,True,2,1781.82
RZV04902,2024-04-18 20:19:00,Çift,Royal,46-60,Nakit,İlkbahar,2,6061.64,16,4.2,True,True,True,0,1224.62
RZV04903,2024-04-18 20:41:00,Aile,Standart,60+,Kredi Kartı,İlkbahar,3,7239.35,13,4.0,False,True,False,2,977.96
RZV04904,2024-04-18 21:03:00,Çift,Standart,60+,Online Ödeme,İlkbahar,2,4646.19,7,3.5,False,False,True,0,866.13
RZV04905,2024-04-18 21:07:00,Tek Kişi,Standart,36-45,Kredi Kartı,İlkbahar,2,4671.36,12,4.4,True,False,True,1,1006.34
RZV04906,2024-04-18 21:08:00,Çift,Royal,26-35,Kredi Kartı,İlkbahar,2,5559.07,6,4.4,True,True,True,2,999.67
RZV04907,2024-04-18 21:11:00,Aile,Standart,26-35,Online Ödeme,İlkbahar,7,16255.61,9,3.8,False,True,False,0,1288.16
RZV04908,2024-04-18 21:28:00,Aile,Standart,36-45,Online Ödeme,İlkbahar,3,6196.89,15,3.3,True,True,False,0,755.91
RZV04909,2024-04-18 22:03:00,Çift,Standart,46-60,Havale,İlkbahar,3,6713.25,6,3.8,False,True,False,3,941.89
RZV04910,2024-04-18 22:09:00,Çift,Standart,36-45,Online Ödeme,İlkbahar,3,6530.6,10,3.4,False,False,True,2,652.85
RZV04911,2024-04-18 22:22:00,Aile,Standart,36-45,Online Ödeme,İlkbahar,5,11157.53,17,3.9,True,True,False,0,1023.78
RZV04912,2024-04-18 22:24:00,Çift,Standart,60+,Nakit,İlkbahar,3,6116.15,23,4.0,True,True,False,0,1158.93
RZV04913,2024-04-18 22:43:00,Aile,Standart,36-45,Kredi Kartı,İlkbahar,4,8724.13,12,4.2,True,True,True,5,1178.83
RZV04914,2024-04-18 22:59:00,Arkadaş Grubu,Royal,26-35,Kredi Kartı,İlkbahar,2,5589.52,8,4.6,True,True,True,3,1541.65
RZV04915,2024-04-19 10:03:00,Çift,Lüks,46-60,Kredi Kartı,İlkbahar,2,6993.14,10,4.3,True,True,False,0,1675.26
RZV04916,2024-04-19 10:19:00,Çift,Standart,36-45,Online Ödeme,İlkbahar,4,9077.62,12,3.6,True,False,False,0,734.53
RZV04917,2024-04-19 10:41:00,Çift,Lüks,18-25,Online Ödeme,İlkbahar,2,8395.62,11,4.6,True,False,False,1,1671.55
RZV04918,2024-04-19 11:00:00,Arkadaş Grubu,Royal,36-45,Kredi Kartı,İlkbahar,2,6501.75,7,4.2,True,True,False,0,935.06
RZV04919,2024-04-19 11:07:00,Aile,Royal,46-60,Nakit,İlkbahar,5,15305.0,13,4.1,True,False,False,0,1683.28
RZV04920,2024-04-19 11:13:00,Aile,Standart,36-45,Kredi Kartı,İlkbahar,4,8018.33,8,3.5,True,False,False,3,1158.71
RZV04921,2024-04-19 12:04:00,Arkadaş Grubu,Lüks,18-25,Online Ödeme,İlkbahar,4,13998.66,7,4.9,True,False,False,1,2477.71
RZV04922,2024-04-19 12:07:00,Aile,Royal,36-45,Online Ödeme,İlkbahar,5,14346.31,13,3.9,True,True,False,0,1825.97
RZV04923,2024-04-19 12:11:00,Aile,Royal,26-35,Kredi Kartı,İlkbahar,4,13492.4,11,4.4,True,False,True,0,1950.87
RZV04924,2024-04-19 12:13:00,Arkadaş Grubu,Royal,60+,Kredi Kartı,İlkbahar,4,12070.3,18,3.2,True,True,False,3,1374.83
RZV04925,2024-04-19 12:14:00,Aile,Ekonomik,26-35,Kredi Kartı,İlkbahar,3,5289.97,8,3.6,True,False,False,0,443.72
RZV04926,2024-04-19 12:26:00,Tek Kişi,Royal,18-25,Kredi Kartı,İlkbahar,1,3206.37,8,4.5,True,True,False,2,753.62
RZV04927,2024-04-19 12:27:00,Aile,Standart,60+,Kredi Kartı,İlkbahar,4,8985.55,9,4.2,True,False,False,0,1136.08
RZV04928,2024-04-19 12:31:00,Çift,Royal,26-35,Nakit,İlkbahar,2,6711.72,16,3.8,True,False,True,0,1258.82
RZV04929,2024-04-19 12:37:00,Arkadaş Grubu,Standart,26-35,Kredi Kartı,İlkbahar,3,6244.14,20,3.7,True,False,False,4,703.31
RZV04930,2024-04-19 13:04:00,Arkadaş Grubu,Royal,26-35,Kredi Kartı,İlkbahar,4,12208.85,24,4.4,False,True,True,1,1849.99
RZV04931,2024-04-19 13:46:00,Çift,Standart,18-25,Kredi Kartı,İlkbahar,2,4720.96,6,4.2,False,False,False,5,643.67
RZV04932,2024-04-19 13:57:00,Aile,Royal,36-45,Online Ödeme,İlkbahar,4,12447.54,17,4.2,True,True,False,2,1678.15
RZV04933,2024-04-19 14:03:00,Çift,Royal,26-35,Online Ödeme,İlkbahar,4,11695.24,53,3.7,True,False,False,0,1234.95
RZV04934,2024-04-19 14:15:00,Arkadaş Grubu,Lüks,26-35,Havale,İlkbahar,3,10877.6,32,4.4,True,True,False,1,1875.5
RZV04935,2024-04-19 14:15:00,Çift,Lüks,26-35,Online Ödeme,İlkbahar,2,8089.44,13,4.6,True,True,False,3,1267.65
RZV04936,2024-04-19 14:20:00,Çift,Lüks,36-45,Kredi Kartı,İlkbahar,2,6949.69,22,4.4,True,True,True,0,1708.95
RZV04937,2024-04-19 14:29:00,Çift,Standart,60+,Kredi Kartı,İlkbahar,4,9528.98,25,4.1,True,False,True,2,973.04
RZV04938,2024-04-19 14:54:00,Çift,Lüks,36-45,Online Ödeme,İlkbahar,3,10437.55,48,4.1,True,False,True,3,2419.85
RZV04939,2024-04-19 15:01:00,Aile,Ekonomik,46-60,Kredi Kartı,İlkbahar,5,8466.13,21,3.8,False,False,False,2,545.18
RZV04940,2024-04-19 15:13:00,Aile,Royal,18-25,Kredi Kartı,İlkbahar,5,15722.62,20,4.1,True,False,True,1,2473.72
RZV04941,2024-04-19 15:18:00,Aile,Royal,18-25,Kredi Kartı,İlkbahar,4,12513.21,28,4.4,True,False,True,0,2005.39
RZV04942,2024-04-19 15:27:00,Çift,Lüks,18-25,Online Ödeme,İlkbahar,2,7660.49,19,5.0,True,False,True,3,1529.21
RZV04943,2024-04-19 15:33:00,Aile,Standart,26-35,Nakit,İlkbahar,5,11775.35,50,3.3,False,False,False,1,1139.34
RZV04944,2024-04-19 15:35:00,Çift,Standart,18-25,Online Ödeme,İlkbahar,2,4540.21,15,3.0,False,True,True,0,682.1
RZV04945,2024-04-19 15:56:00,Çift,Royal,46-60,Kredi Kartı,İlkbahar,3,9760.88,33,3.8,False,True,False,0,1065.96
RZV04946,2024-04-19 16:00:00,Arkadaş Grubu,Royal,26-35,Kredi Kartı,İlkbahar,4,11372.65,19,4.6,True,True,True,1,1843.83
RZV04947,2024-04-19 16:17:00,Aile,Royal,36-45,Nakit,İlkbahar,4,11210.95,24,4.2,True,True,False,1,1707.5
RZV04948,2024-04-19 16:18:00,Arkadaş Grubu,Standart,26-35,Kredi Kartı,İlkbahar,3,5977.66,32,3.2,False,False,False,0,621.28
RZV04949,2024-04-19 16:25:00,Arkadaş Grubu,Lüks,36-45,Havale,İlkbahar,4,14313.39,24,5.0,True,False,True,1,2374.98
RZV04950,2024-04-19 17:02:00,Aile,Royal,36-45,Nakit,İlkbahar,5,15914.38,19,4.0,True,True,False,1,1555.69
RZV04951,2024-04-19 17:26:00,Aile,Ekonomik,36-45,Kredi Kartı,İlkbahar,4,6592.11,40,3.2,True,False,False,1,526.65
RZV04952,2024-04-19 18:03:00,Arkadaş Grubu,Royal,36-45,Kredi Kartı,İlkbahar,2,6470.77,5,3.7,True,True,False,0,859.82
